CPT_id	rootSource	name	obsolete	atomCount	concepts
0154U	CPT	Oncology (urothelial cancer), RNA, analysis by real-time RT-PCR of the FGFR3 (fibroblast growth factor receptor 3) gene analysis (ie, p.R248C [c.742C>T], p.S249C [c.746C>G], p.G370C [c.1108G>T], p.Y373C [c.1118A>G], FGFR3-TACC3v1, and FGFR3-TACC3v3), utilizing formalin-fixed paraffin-embedded urothelial cancer tumor tissue, reported as FGFR gene alteration status	False	5	C5414517;C5414515;C5414516
0155U	CPT	Oncology (breast cancer), DNA, PIK3CA (phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha) (eg, breast cancer) gene analysis (ie, p.C420R, p.E542K, p.E545A, p.E545D [g.1635G>T only], p.E545G, p.E545K, p.Q546E, p.Q546R, p.H1047L, p.H1047R, p.H1047Y), utilizing formalin-fixed paraffin-embedded breast tumor tissue, reported as PIK3CA gene mutation status	False	5	C5414518;C5414519;C5414520
0156U	CPT	Copy number (eg, intellectual disability, dysmorphology), sequence analysis	False	5	C5229239;C5414521;C5414522
0157U	CPT	APC (APC regulator of WNT signaling pathway) (eg, familial adenomatosis polyposis [FAP]) mRNA sequence analysis (List separately in addition to code for primary procedure)	False	5	C5414524;C5225015;C5414523
0158U	CPT	MLH1 (mutL homolog 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) mRNA sequence analysis (List separately in addition to code for primary procedure)	False	5	C5414525;C5225017;C5414526
0159U	CPT	MSH2 (mutS homolog 2) (eg, hereditary colon cancer, Lynch syndrome) mRNA sequence analysis (List separately in addition to code for primary procedure)	False	5	C5414527;C5414528;C5225018
0160U	CPT	MSH6 (mutS homolog 6) (eg, hereditary colon cancer, Lynch syndrome) mRNA sequence analysis (List separately in addition to code for primary procedure)	False	5	C5225019;C5414529;C5414530
0161U	CPT	PMS2 (PMS1 homolog 2, mismatch repair system component) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) mRNA sequence analysis (List separately in addition to code for primary procedure)	False	5	C5229244;C5414532;C5414531
0162U	CPT	Hereditary colon cancer (Lynch syndrome), targeted mRNA sequence analysis panel (MLH1, MSH2, MSH6, PMS2) (List separately in addition to code for primary procedure)	False	5	C5414533;C5229245;C5414534
0163U	CPT	Oncology (colorectal) screening, biochemical enzyme-linked immunosorbent assay (ELISA) of 3 plasma or serum proteins (teratocarcinoma derived growth factor-1 [TDGF-1, Cripto-1], carcinoembryonic antigen [CEA], extracellular matrix protein [ECM]), with demographic data (age, gender, CRC-screening compliance) using a proprietary algorithm and reported as likelihood of CRC or advanced adenomas	False	5	C5414537;C5414535;C5414536
0164U	CPT	Gastroenterology (irritable bowel syndrome [IBS]), immunoassay for anti-CdtB and anti-vinculin antibodies, utilizing plasma, algorithm for elevated or not elevated qualitative results	False	5	C5414538;C5414539;C5414540
0165U	CPT	Peanut allergen-specific quantitative assessment of multiple epitopes using enzyme-linked immunosorbent assay (ELISA), blood, individual epitope results and probability of peanut allergy	False	5	C5414541;C5414542;C5414543
0166U	CPT	Liver disease, 10 biochemical assays (伪2-macroglobulin, haptoglobin, apolipoprotein A1, bilirubin, GGT, ALT, AST, triglycerides, cholesterol, fasting glucose) and biometric and demographic data, utilizing serum, algorithm reported as scores for fibrosis, necroinflammatory activity, and steatosis with a summary interpretation	False	5	C5414544;C5414545;C5414546
0169U	CPT	NUDT15 (nudix hydrolase 15) and TPMT (thiopurine S-methyltransferase) (eg, drug metabolism) gene analysis, common variants	False	5	C5414553;C5414555;C5414554
0170U	CPT	Neurology (autism spectrum disorder [ASD]), RNA, next-generation sequencing, saliva, algorithmic analysis, and results reported as predictive probability of ASD diagnosis	False	5	C5414556;C5414558;C5414557
0171U	CPT	Targeted genomic sequence analysis panel, acute myeloid leukemia, myelodysplastic syndrome, and myeloproliferative neoplasms, DNA analysis, 23 genes, interrogation for sequence variants, rearrangements and minimal residual disease, reported as presence/absence	False	5	C5414559;C5414560;C5414561
0172U	CPT	Oncology (solid tumor as indicated by the label), somatic mutation analysis of BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) and analysis of homologous recombination deficiency pathways, DNA, formalin-fixed paraffin-embedded tissue, algorithm quantifying tumor genomic instability score	False	5	C5414562;C5414563;C5414564
0173U	CPT	Psychiatry (ie, depression, anxiety), genomic analysis panel, includes variant analysis of 14 genes	False	5	C5414566;C5414567;C5414565
0174T	CPT	Computer-aided detection (CAD) (computer algorithm analysis of digital image data for lesion detection) with further physician review for interpretation and report, with or without digitization of film radiographic images, chest radiograph(s), performed concurrent with primary interpretation (List separately in addition to code for primary procedure)	False	4	C1742232;C3517548
0174U	CPT	Oncology (solid tumor), mass spectrometric 30 protein targets, formalin-fixed paraffin-embedded tissue, prognostic and predictive algorithm reported as likely, unlikely, or uncertain benefit of 39 chemotherapy and targeted therapeutic oncology agents	False	5	C5414568;C5414569;C5414570
0175T	CPT	Computer-aided detection (CAD) (computer algorithm analysis of digital image data for lesion detection) with further physician review for interpretation and report, with or without digitization of film radiographic images, chest radiograph(s), performed remote from primary interpretation	False	4	C1741964;C3517549
0175U	CPT	Psychiatry (eg, depression, anxiety), genomic analysis panel, variant analysis of 15 genes	False	5	C5414571;C5414572;C5414573
0176U	CPT	Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)	False	6	C5414574;C5202063;C5202064;C5202061
0177U	CPT	Oncology (breast cancer), DNA, PIK3CA (phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha) gene analysis of 11 gene variants utilizing plasma, reported as PIK3CA gene mutation status	False	5	C5414577;C5414575;C5414576
0178U	CPT	Peanut allergen-specific quantitative assessment of multiple epitopes using enzyme-linked immunosorbent assay (ELISA), blood, report of minimum eliciting exposure for a clinical reaction	False	5	C5414580;C5414578;C5414579
0179U	CPT	Oncology (non-small cell lung cancer), cell-free DNA, targeted sequence analysis of 23 genes (single nucleotide variations, insertions and deletions, fusions without prior knowledge of partner/breakpoint, copy number variations), with report of significant mutation(s)	False	5	C5414582;C5414581;C5414583
0180U	CPT	Red cell antigen (ABO blood group) genotyping (ABO), gene analysis Sanger/chain termination/conventional sequencing, ABO (ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase) gene, including subtyping, 7 exons	False	5	C5414586;C5414584;C5414585
0181U	CPT	Red cell antigen (Colton blood group) genotyping (CO), gene analysis, AQP1 (aquaporin 1 [Colton blood group]) exon 1	False	5	C5414587;C5414588;C5414589
0182U	CPT	Red cell antigen (Cromer blood group) genotyping (CROM), gene analysis, CD55 (CD55 molecule [Cromer blood group]) exons 1-10	False	5	C5414590;C5414591;C5414592
0183U	CPT	Red cell antigen (Diego blood group) genotyping (DI), gene analysis, SLC4A1 (solute carrier family 4 member 1 [Diego blood group]) exon 19	False	5	C5414593;C5414594;C5414595
0184U	CPT	Red cell antigen (Dombrock blood group) genotyping (DO), gene analysis, ART4 (ADP-ribosyltransferase 4 [Dombrock blood group]) exon 2	False	5	C5414596;C5414598;C5414597
0185U	CPT	Red cell antigen (H blood group) genotyping (FUT1), gene analysis, FUT1 (fucosyltransferase 1 [H blood group]) exon 4	False	5	C5414599;C5414600;C5414601
0186U	CPT	Red cell antigen (H blood group) genotyping (FUT2), gene analysis, FUT2 (fucosyltransferase 2) exon 2	False	5	C5414602;C5414603;C5414604
0187U	CPT	Red cell antigen (Duffy blood group) genotyping (FY), gene analysis, ACKR1 (atypical chemokine receptor 1 [Duffy blood group]) exons 1-2	False	5	C5414605;C5414606;C5414607
0188U	CPT	Red cell antigen (Gerbich blood group) genotyping (GE), gene analysis, GYPC (glycophorin C [Gerbich blood group]) exons 1-4	False	5	C5414610;C5414609;C5414608
0189U	CPT	Red cell antigen (MNS blood group) genotyping (GYPA), gene analysis, GYPA (glycophorin A [MNS blood group]) introns 1, 5, exon 2	False	5	C5414612;C5414613;C5414611
0190U	CPT	Red cell antigen (MNS blood group) genotyping (GYPB), gene analysis, GYPB (glycophorin B [MNS blood group]) introns 1, 5, pseudoexon 3	False	5	C5414614;C5414616;C5414615
0191U	CPT	Red cell antigen (Indian blood group) genotyping (IN), gene analysis, CD44 (CD44 molecule [Indian blood group]) exons 2, 3, 6	False	5	C5414618;C5414619;C5414617
0192U	CPT	Red cell antigen (Kidd blood group) genotyping (JK), gene analysis, SLC14A1 (solute carrier family 14 member 1 [Kidd blood group]) gene promoter, exon 9	False	5	C5414620;C5414622;C5414621
0193U	CPT	Red cell antigen (JR blood group) genotyping (JR), gene analysis, ABCG2 (ATP binding cassette subfamily G member 2 [Junior blood group]) exons 2-26	False	5	C5414625;C5414623;C5414624
0194U	CPT	Red cell antigen (Kell blood group) genotyping (KEL), gene analysis, KEL (Kell metallo-endopeptidase [Kell blood group]) exon 8	False	5	C5414627;C5414626;C5414628
0195U	CPT	KLF1 (Kruppel-like factor 1), targeted sequencing (ie, exon 13)	False	6	C5414632;C5414629;C5414630;C5414631
0196U	CPT	Red cell antigen (Lutheran blood group) genotyping (LU), gene analysis, BCAM (basal cell adhesion molecule [Lutheran blood group]) exon 3	False	5	C5414633;C5414635;C5414634
0197U	CPT	Red cell antigen (Landsteiner-Wiener blood group) genotyping (LW), gene analysis, ICAM4 (intercellular adhesion molecule 4 [Landsteiner-Wiener blood group]) exon 1	False	5	C5414637;C5414636;C5414638
0198U	CPT	Red cell antigen (RH blood group) genotyping (RHD and RHCE), gene analysis Sanger/chain termination/conventional sequencing, RHD (Rh blood group D antigen) exons 1-10 and RHCE (Rh blood group CcEe antigens) exon 5	False	5	C5414639;C5414641;C5414640
0199U	CPT	Red cell antigen (Scianna blood group) genotyping (SC), gene analysis, ERMAP (erythroblast membrane associated protein [Scianna blood group]) exons 4, 12	False	5	C5414642;C5414643;C5414644
0200U	CPT	Red cell antigen (Kx blood group) genotyping (XK), gene analysis, XK (X-linked Kx blood group) exons 1-3	False	5	C5414645;C5414646;C5414647
0201U	CPT	Red cell antigen (Yt blood group) genotyping (YT), gene analysis, ACHE (acetylcholinesterase [Cartwright blood group]) exon 2	False	5	C5414650;C5414649;C5414648
0202U	CPT	Infectious disease (bacterial or viral respiratory tract infection), pathogen-specific nucleic acid (DNA or RNA), 22 targets including severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), qualitative RT-PCR, nasopharyngeal swab, each pathogen reported as detected or not detected	False	5	C5414652;C5400851;C5414651
0203U	CPT	Autoimmune (inflammatory bowel disease), mRNA, gene expression profiling by quantitative RT-PCR, 17 genes (15 target and 2 reference genes), whole blood, reported as a continuous risk score and classification of inflammatory bowel disease aggressiveness	False	5	C5414655;C5414653;C5414654
0205U	CPT	Ophthalmology (age-related macular degeneration), analysis of 3 gene variants (2 CFH gene, 1 ARMS2 gene), using PCR and MALDI-TOF, buccal swab, reported as positive or negative for neovascular age-related macular-degeneration risk associated with zinc supplements	False	5	C5414660;C5414661;C5414659
0206U	CPT	Neurology (Alzheimer disease); cell aggregation using morphometric imaging and protein kinase C-epsilon (PKCe) concentration in response to amylospheroid treatment by ELISA, cultured skin fibroblasts, each reported as positive or negative for Alzheimer disease	False	5	C5414662;C5414663;C5414664
0207U	CPT	Neurology (Alzheimer disease); quantitative imaging of phosphorylated ERK1 and ERK2 in response to bradykinin treatment by in situ immunofluorescence, using cultured skin fibroblasts, reported as a probability index for Alzheimer disease (List separately in addition to code for primary procedure)	False	5	C5414665;C5414666;C5414667
0209U	CPT	Cytogenomic constitutional (genome-wide) analysis, interrogation of genomic regions for copy number, structural changes and areas of homozygosity for chromosomal abnormalities	False	5	C5414671;C5414672;C5414673
0210U	CPT	Syphilis test, non-treponemal antibody, immunoassay, quantitative (RPR)	False	5	C5414674;C5414676;C5414675
0211U	CPT	Oncology (pan-tumor), DNA and RNA by next-generation sequencing, utilizing formalin-fixed paraffin-embedded tissue, interpretative report for single nucleotide variants, copy number alterations, tumor mutational burden, and microsatellite instability, with therapy association	False	5	C5414677;C5414678;C5414679
0212U	CPT	Rare diseases (constitutional/heritable disorders), whole genome and mitochondrial DNA sequence analysis, including small sequence changes, deletions, duplications, short tandem repeat gene expansions, and variants in non-uniquely mappable regions, blood or saliva, identification and categorization of genetic variants, proband	False	6	C5414680;C5414683;C5414681;C5414682
0213U	CPT	Rare diseases (constitutional/heritable disorders), whole genome and mitochondrial DNA sequence analysis, including small sequence changes, deletions, duplications, short tandem repeat gene expansions, and variants in non-uniquely mappable regions, blood or saliva, identification and categorization of genetic variants, each comparator genome (eg, parent, sibling)	False	8	C5414689;C5414685;C5414686;C5414684;C5414688;C5414687
